UT,PY,AU
ISI:000235920300009,2006,"Jonsson, L; Andreasen, N; Kilander, L; Soininen, H; Waldemar, G; Nygaard, H; Winblad, B; Jonhagen, ME; Hallikainen, M; Wimo, A"
ISI:000236049200007,2006,"Aronsson, AF; Spulber, S; Popescu, LM; Winblad, B; Post, C; Oprica, M; Schultzberg, M"
ISI:000236068104127,2006,"Winblad, B; Eriksson, S; Kilander, L; Batsman, S; Jansson-Blix, C; Wetterholm, AL; Haglund, A; Minthon, L"
ISI:000236136800002,2006,"Zhu, SW; Yee, BK; Nyffeler, M; Winblad, B; Feldon, J; Mohammed, AH"
ISI:000236208100045,2006,"Ingelsson, M; Fredriksson, J; Irizarry, MC; Lannfelt, L; Hyman, BT"
ISI:000236328200005,2006,"Hansson, CA; Popescu, BO; Laudon, H; Cedazo-Minguez, A; Popescu, LM; Winblad, B; Ankarcrona, M"
ISI:000236673200029,2006,"Winblad, B; Kilander, L; Eriksson, S; Minthon, L; Batsman, S; Wetterholm, AL; Jarisson-Blixt, C; Hoglund, A"
ISI:000236701400004,2006,"Jelic, V; Kivipelto, M; Winblad, B"
ISI:000236913400031,2006,"Gauthier, S; Reisberg, B; Zaudig, M; Petersen, RC; Ritchie, K; Broich, K; Belleville, S; Brodaty, H; Bennett, D; Chertkow, H; Cummings, JL; de Leon, M; Feldman, H; Ganguli, M; Hampel, H; Scheltens, P; Tierney, MC; Whitehouse, P; Winblad, B"
ISI:000237021900017,2006,"Nygard, L; Winblad, B"
ISI:000237334900009,2006,"Qiu, CX; Winblad, B; Marengoni, A; Klarin, I; Fastbom, J; Fratiglioni, L"
ISI:000237350500002,2006,"Holm-Pedersen, P; Russell, SL; Avlund, K; Viitanen, M; Winblad, B; Katz, RV"
ISI:000237410000025,2006,"Nilsson, T; Bogdanovic, N; Volkman, I; Winblad, B; Folkesson, R; Benedikz, E"
ISI:000237654400004,2006,"Houlden, H; Reilly, MM"
ISI:000237821000006,2006,"Jonsson, L; Jonhagen, ME; Kilander, L; Soininen, H; Hallikainen, M; Waldemar, G; Nygaard, H; Andreasen, N; Winblad, B; Wimo, A"
ISI:000237859500012,2006,"Jonsson, L; Andreasen, N; Kilander, L; Soininen, H; Waldemar, G; Nygaard, H; Winblad, B; Eriksdotter, JM; Hallikainen, M; Wimo, A"
ISI:000237954700004,2006,"Johansson, AS; Berglind-Dehlin, F; Karlsson, G; Edwards, K; Gellerfors, P; Lannfelt, L"
ISI:000238462600020,2006,"Zhou, XW; Li, X; Bjorkdahl, C; Sjogren, MJ; Alafuzoff, I; Soininen, H; Grundke-Iqbal, I; Iqbal, K; Winblad, B; Pei, JJ"
ISI:000238727600012,2006,"Johansson, S; Jamsa, A; Vasange, M; Winblad, B; Luthman, J; Cowburn, RF"
ISI:000238936700016,2006,"Religa, D; Strozyk, D; Cherny, RA; Volitakis, I; Haroutunian, V; Winblad, B; Naslund, J; Bush, AI"
ISI:000239438100001,2006,"Kivipelto, M; Solomon, A; Blennow, K; Olsson, AG; Winblad, B"
ISI:000239584700013,2006,"Rickle, A; Behbahani, H; Ankarcrona, M; Winblad, B; Cowburn, RF"
ISI:000239596600021,2006,"Soderberg, L; Bogdanovic, N; Axelsson, B; Winblad, B; Naslund, J; Tjernberg, LO"
ISI:000239764200012,2006,"Religaa, D; Czyzewski, K; Styczynska, M; Peplonska, B; Lokk, J; Chodakowska-Zebrowska, M; Stepien, K; Winblad, B; Barcikowska, M"
ISI:000239798600013,2006,"Lasn, H; Winblad, B; Bogdanovic, N"
ISI:000239920600004,2006,"Akterin, S; Cowburn, RF; Miranda-Vizuete, A; Jimenez, A; Bogdanovic, N; Winblad, B; Cedazo-Minguez, A"
ISI:000239957700014,2006,"Mulugeta, E; Chandranath, I; Karlsson, E; Winblad, B; Adem, A"
ISI:000239973400011,2006,"Kivipelto, M; Ngandu, T; Laatikainen, T; Winblad, B; Soininen, H; Tuomilehto, J"
ISI:000240284000019,2006,"Behbahani, H; Shabalina, IG; Wiehager, B; Concha, H; Hultenby, K; Petrovic, N; Nedergaard, J; Winblad, B; Cowburn, RF; Ankarcrona, M"
ISI:000240535500004,2006,"Houlden, H; Greenwood, R"
ISI:000240771300099,2006,"Lannfelt, L; Schlin, D; Englund, H; Lord, A; Johansson, AS; Nilsson, L; Ekholm-Pettersson, F"
ISI:000240894600005,2006,"Ingelsson, M; Ramasamy, K; Cantuti-Castelvetri, I; Skoglund, L; Matsui, T; Orne, J; Kowa, H; Raju, S; Vanderburg, CR; Augustinack, JC; de Silva, R; Lees, AJ; Lannfelt, L; Growdon, JH; Frosch, MP; Standaert, DG; Irizarry, MC; Hyman, BT"
ISI:000241212700033,2006,"Selivanova, A; Winblad, B; Farmery, MR; Dantuma, NP; Ankarcrona, M"
ISI:000241250400015,2006,"Matarin, MM; Singleton, AB; Houlden, H"
ISI:000241494600011,2006,"Oprica, M; Spulber, SD; Aronsson, AF; Post, C; Winblad, B; Schultzberg, M"
ISI:000242107300012,2006,"Duan, RS; Chen, ZG; Dou, YC; Quezada, HC; Nennesmo, I; Adem, A; Winblad, B; Zhu, J"
ISI:000242166600011,2006,"Winblad, B; Wimo, A; Engedal, K; Soininen, H; Verhey, F; Waldemar, G; Wetterholm, AL; Haglund, A; Zhang, R; Schindler, R"
ISI:000242483900006,2006,"Giedraitis, V; Hedlund, M; Skoglund, L; Blom, E; Ingvast, S; Brundin, R; Lannfelt, L; Glaser, A"
ISI:000242847400008,2007,"Crowell, TA; Luis, CA; Cox, DE; Mullan, M"
ISI:000243429000007,2007,"Monastero, R; Palmer, K; Qiu, CX; Winblad, B; Fratiglioni, L"
ISI:000243466900028,2007,"Xu, WL; Qiu, CX; Winblad, B; Fratiglioni, L"
ISI:000243668400008,2007,"Josefsson, K; Sonde, L; Winblad, B; Wahlin, TBR"
ISI:000243940800009,2007,"Johansson, AS; Garlind, A; Berglind-Dehlin, F; Karlsson, G; Edwards, K; Gellerfors, P; Ekholm-Pettersson, F; Palmblad, J; Lannfelt, L"
ISI:000244089200002,2006,"Codita, A; Winblad, B; Mohammed, AH"
ISI:000244108300002,2007,"Ngandu, T; Helkala, EL; Soininen, H; Winblad, B; Tuomilehto, J; Nissinen, A; Kivipelto, M"
ISI:000244211700023,2007,"Waldemar, G; Dubois, B; Emre, M; Georges, J; McKeith, IG; Rossor, M; Scheltens, P; Tariska, P; Winblad, B"
ISI:000244266900004,2007,"Winblad, B; Jelic, V; Kershaw, P; Amatniek, J"
ISI:000244277100004,2007,"Houlden, H; Charlton, P; Singh, D"
ISI:000244776700071,2007,"Skoglund, L; Kalimo, H; Viitanen, M; Lannfelt, L; Jonhagen, ME; Ingelsson, M; Glaser, A; Herva, R"
ISI:000245477500003,2007,"Paris, D; Patel, N; Quadros, A; Linan, M; Bakshi, P; Ait-Ghezala, G; Mullan, M"
ISI:000245507000009,2007,"Ait-Ghezala, G; Volmar, CH; Frieling, J; Paris, D; Tweed, M; Bakshi, P; Mullan, M"
ISI:000245609300007,2007,"Johansson, AS; Bergquist, J; Volbracht, C; Paivio, A; Leist, M; Lannfelt, L; Westlind-Danielsson, A"
ISI:000245813600025,2007,"Sahlin, C; Lord, A; Magnusson, K; Englund, H; Almeida, CG; Greengard, P; Nyberg, F; Gouras, GK; Lannfelt, L; Nilsson, LNG"
ISI:000246204500006,2007,"Wohlin, M; Sundstrom, J; Lannfelt, L; Axelsson, T; Syvanen, AC; Andren, B; Basu, S; Lind, L"
ISI:000246274600009,2007,"Palmer, K; Berger, AK; Monastero, R; Winblad, B; Bachman, L; Fratiglioni, L"
ISI:000246352100220,2007,"Nilsson, LNG; Lord, A; Philipsson, O; Englund, H; Sehlin, D; Ekholm-Pettersson, F; Clausen, F; Hillered, L; Portelius, E; Blennow, K; Kalimo, H; Lannfelt, L"
ISI:000246352100221,2007,"Giedraitis, V; Irizarry, MC; Sundelof, J; Gunnarsson, MD; Kilander, L; Glaser, A; Ingelsson, M; Hyman, BT; Basun, H; Lannfelt, L"
ISI:000246403400009,2007,"Zhang, XM; Duan, RS; Chen, ZG; Quezada, HC; Mix, E; Winblad, B; Zhu, J"
ISI:000246648400034,2007,"Selivanova, A; Winblad, B; Dantuma, NP; Farmery, MR"
ISI:000246780400011,2007,"Winblad, B; Cummings, J; Andreasen, N; Grossberg, G; Onofrj, M; Sadowsky, C; Zechner, S; Nagel, J; Lane, R"
ISI:000246780400014,2007,"Winblad, B; Kawata, AK; Beusterien, KM; Thomas, SK; Wimo, A; Lane, R; Fillit, H; Blesa, R"
ISI:000246815200005,2007,"Blennow, K; Zetterberg, H; Minthon, L; Lannfelt, L; Strid, S; Annas, P; Basun, H; Andreasen, N"
ISI:000246917200001,2006,"Laporte, V; Ait-Ghezala, G; Volmar, CH; Mullan, M"
ISI:000246960300006,2007,"Algotsson, A; Winblad, B"
ISI:000247044900015,2007,"Feldman, HH; Ferris, S; Winblad, B; Sfikas, N; Mancione, L; He, YS; Tekin, S; Burns, A; Cummings, J; del Ser, T; Inzitari, D; Orgogozo, JM; Sauer, H; Scheltens, P; Scarpini, E; Herrmann, N; Farlow, M; Potkin, S; Charles, HC; Fox, NC; Lane, R"
ISI:000247124900018,2007,"Folkesson, R; Malkiewicz, K; Kloskowska, E; Nilsson, T; Popova, E; Bogdanovic, N; Ganten, U; Ganten, D; Bader, M; Winblad, B; Benedikz, E"
ISI:000247340300033,2007,"Franberg, J; Welander, H; Aoki, M; Winblad, B; Tjernberg, LO; Frykman, S"
ISI:000247626500002,2007,"Winblad, B; Jones, RW; Wirth, Y; Stoffler, A; Mobius, HJ"
ISI:000247971400003,2007,"Wollmer, MA; Sleegers, K; Ingelsson, M; Zekanowski, C; Brouwers, N; Maruszak, A; Brunner, F; Huynh, KD; Kilander, L; Brundin, RM; Hedlund, M; Giedraitis, V; Glaser, A; Engelborghs, S; De Deyn, PP; Kapaki, E; Tsolaki, M; Daniilidou, M; Molyva, D; Paraskevas, GP; Thal, DR; Barcikowska, M; Kuznicki, J; Lannfelt, L; Van Broeckhoven, C; Nitsch, RM; Hock, C; Papassotiropoulos, A"
ISI:000248056100013,2007,"Belin, AC; Bjork, BF; Westerlund, M; Galter, D; Sydow, O; Lind, C; Pernold, K; Rosvall, L; Hakansson, A; Winblad, B; Nissbrandt, H; Graff, C; Olson, L"
ISI:000248243400005,2007,"Winblad, B; Grossberg, G; Frolich, L; Farlow, M; Zechner, S; Nagel, J; Lane, R"
ISI:000248349300020,2007,"van de Leemput, J; Chandran, J; Knight, MA; Holtzclaw, LA; Scholz, S; Cookson, MR; Houlden, H; Gwinn-Hardy, K; Fung, HC; Lin, X; Hernandez, D; Simon-Sanchez, J; Wood, NW; Giunti, P; Rafferty, I; Hardy, J; Storey, E; Gardner, RJM; Forrest, SM; Fisher, EMC; Russell, JT; Cai, H; Singleton, AB"
ISI:000248448700084,2007,"Luis, CA; Paris, D; Abdullah, L; Crawford, F; Mullan, M"
ISI:000248504200026,2007,"Dehvari, N; Cedazo-Minguez, A; Isacsson, O; Nilsson, T; Winblad, B; Karlstrom, H; Benedikz, E; Cowburn, RF"
ISI:000248608300009,2007,"Bjork, BF; Katzov, H; Kehoe, P; Fratiglioni, L; Winblad, B; Prince, JA; Graff, C"
ISI:000248963400009,2007,"Sahlin, C; Pettersson, FE; Nilsson, LNG; Lannfelt, L; Johansson, AS"
ISI:000249014400017,2007,"Romanitan, MO; Popescu, BO; Winblad, B; Bajenaru, OA; Bogdanovic, N"
ISI:000249014800020,2007,"Nilsson, KPR; Aslund, A; Berg, I; Nystrom, S; Konradsson, P; Herland, A; Inganas, O; Stabo-Eeg, F; Lindgren, M; Westermark, GT; Lannfelt, L; Nilssonl, LNG; Hammarstrom, P"
ISI:000249093500015,2007,"Oprica, M; Hjorth, E; Spulber, S; Popescu, BO; Ankarcrona, M; Winblad, B; Schultzberg, M"
ISI:000249536700002,2007,"Gunnarsson, MD; Kilander, L; Basun, H; Lannfelt, L"
ISI:000249614900008,2007,"Rovio, S; Kareholt, I; Viitanen, M; Winblad, B; Tuomilehto, J; Soininen, H; Nissinen, A; Kivipelto, M"
ISI:000249877100009,2007,"Ngandu, T; von Strauss, E; Helkala, EL; Winblad, B; Nissinen, A; Tuomilehto, J; Soininen, H; Kivipelto, M"
ISI:000249949700030,2007,"Englund, H; Sehlin, D; Johansson, AS; Nilsson, LNG; Gellerfors, P; Paulie, S; Lannfelt, L; Pettersson, FE"
ISI:000250099600018,2007,"Fratiglioni, L; Winblad, B; von Strauss, E"
ISI:000250099600021,2007,"Laudon, H; Winblad, B; Naslund, J"
ISI:000250314400007,2007,"Englund, H; Anneren, G; Gustafsson, J; Wester, U; Wiltfang, J; Lannfelt, L; Blennow, K; Hoglund, K"
ISI:000250518600025,2007,"Houlden, H; Groves, M; Miedzybrodzka, Z; Roper, H; Willis, T; Winer, J; Cole, G; Reilly, MM"
ISI:000251267400008,2007,"Houlden, H; Johnson, J; Gardner-Thorpe, C; Lashley, T; Hernandez, D; Worth, P; Singleton, AB; Hilton, DA; Holton, J; Revesz, T; Davis, MB; Giunti, P; Wood, NW"
ISI:000251355100001,2007,"Abdullah, L; Paris, D; Luis, C; Quadros, A; Parrish, J; Valdes, L; Keegan, AP; Mathura, V; Crawford, F; Mullan, M"
ISI:000251384800002,2007,"Giedraitis, V; Sundelof, J; Irizarry, MC; Garevik, N; Hyman, BT; Wahlund, LO; Ingelsson, M; Lannfelt, L"
ISI:000251456800015,2008,"Engler, H; Santillo, AF; Wang, SX; Lindau, M; Savitcheva, I; Nordberg, A; Lannfelt, L; Langstrom, B; Kilander, L"
ISI:000251553200015,2008,"Fonad, E; Wahlin, TBR; Winblad, B; Emami, A; Sandmark, H"
ISI:000251985000016,2008,"Atti, AR; Palmer, K; Volpato, S; Winblad, B; De Ronchi, D; Fratiglioni, L"
ISI:000252313000018,2008,"Harrower, T; Stewart, JD; Hudson, G; Houlden, H; Warner, G; O'Donovan, DG; Findlay, LJ; Taylor, RW; De Silva, R; Chinnery, PF"
ISI:000252426500007,2008,"Blom, ES; Viswanathan, J; Kilander, L; Helisalmi, S; Soininen, H; Lannfelt, L; Ingelsson, M; Glaser, A; Hiltunen, M"
ISI:000252426500011,2008,"Sillen, A; Andrade, J; Lilius, L; Forsell, C; Axelman, K; Odeberg, J; Winblad, B; Graff, C"
ISI:000252557200015,2008,"Skoglund, L; Viitanen, M; Kalimo, H; Lannfelt, L; Joenhagen, ME; Ingelsson, M; Glaser, A; Herva, R"
ISI:000253042500002,2008,"Patel, NS; Quadros, A; Brem, S; Wotoczek-Obadia, M; Mathura, VS; Laporte, V; Mullan, M; Paris, D"
ISI:000253057400001,2007,"Poon, HF; Abdullah, L; Reed, J; Doore, SM; Laird, C; Mathura, V; Mullan, M; Crawford, F"
ISI:000253058800015,2008,"Sundelof, J; Giedraitis, V; Irizarry, MC; Sundstrom, J; Ingelsson, E; Ronnemaa, E; Arnlov, J; Gunnarsson, MD; Hyman, BT; Basun, H; Ingelsson, M; Lannfelt, L; Kilander, L"
ISI:000253120900003,2008,"Spulber, S; Oprica, M; Bartfai, T; Winblad, B; Schultzberg, M"
ISI:000253283800493,2007,"Popescu, BO; Ankarcrona, M; Cedazo-Minguez, A; Hansson, CA; Popescu, LM; Cowburn, RF; Winblad, B"
ISI:000253543100016,2008,"Palmer, K; Berger, AK; Monastero, R; Winblad, B; Backman, L; Fratiglioni, L"
ISI:000253758200012,2008,"Hur, JY; Welander, H; Behbahani, H; Aoki, M; Franberg, J; Winblad, B; Frykman, S; Tjernberg, LO"
ISI:000254275500017,2008,"Liu, R; Zhou, XW; Tanila, H; Bjorkdahl, C; Wang, JZ; Guan, ZZ; Cao, Y; Gustafsson, JA; Winblad, B; Pei, JJ"
ISI:000254788000016,2008,"Edvardsson, D; Winblad, B; Sandman, P"
ISI:000254835700010,2008,"Basun, H; Bogdanovic, N; Ingelsson, M; Almkvist, O; Naslund, J; Axelman, K; Bird, TD; Nochlin, D; Schellenberg, GD; Wahlund, LO; Lannfelt, L"
ISI:000254964800016,2008,"Duan, RS; Yang, X; Chen, ZG; Lu, MO; Morris, C; Winblad, B; Zhu, J"
ISI:000255543700015,2008,"Bjorkdahl, C; Sjogren, MJ; Zhou, XW; Concha, H; Avila, J; Winblad, B; Pei, JJ"
ISI:000255696400017,2008,"Dehvari, N; Isacsson, O; Winblad, B; Cedazo-Minguez, A; Cowburn, RF"
ISI:000255960600011,2008,"Kadir, A; Andreasen, N; Almkvist, O; Wall, A; Forsberg, A; Engler, H; Hagman, G; Larksater, M; Winblad, B; Zetterberg, H; Blennow, K; Langstrom, B; Nordberg, A"
ISI:000256019000045,2008,"Nase, G; Helm, PJ; Oguchi, T; Nilsson, LNG; Lannfelt, L; Ottersen, OP; Torp, R"
ISI:000256200800037,2008,"Kloskowska, E; Malkiewicz, K; Winblad, B; Benedikz, E; Bruton, JD"
ISI:000256706700004,2008,"Paisan-Ruiz, C; Dogu, O; Yilmaz, A; Houlden, H; Singleton, A"
ISI:000256707200009,2008,"Caracciolo, B; Palmer, K; Monastero, R; Winblad, B; Backman, L; Fratiglioni, L"
ISI:000256707600003,2008,"Winblad, B; Gauthier, S; Scinto, L; Feldman, H; Wilcock, GK; Truyen, L; Mayorga, AJ; Wang, D; Brashear, HR; Nye, JS"
ISI:000257025200006,2008,"Zhang, XM; Zhu, SW; Duan, RS; Mohammed, AH; Winblad, B; Zhu, J"
ISI:000257115000009,2008,"Visser, PJ; Verhey, FRJ; Boada, M; Bullock, R; De Deyn, PP; Frisoni, GB; Frolich, L; Hampel, H; Jolles, J; Jones, R; Minthon, L; Nobili, F; Rikkert, MO; Ousset, PJ; Rigaud, AS; Scheltens, P; Soininen, H; Spiru, L; Touchon, J; Tsolaki, M; Vellas, B; Wahlund, LO; Wilcock, G; Winblad, B"
ISI:000257202700014,2008,"Marengoni, A; Winblad, B; Karp, A; Fratiglioni, L"
ISI:000257665200005,2008,"Frisoni, GB; Henneman, WJP; Weiner, MW; Scheltens, P; Vellas, B; Reynish, E; Hudecova, J; Hampel, H; Burger, K; Blennow, K; Waldemar, G; Johannsen, P; Wahlund, LO; Zito, G; Rossini, PM; Winblad, B; Barkhof, F"
ISI:000257728700001,2008,"Aoki, M; Volkmann, I; Tjernberg, LO; Winblad, B; Bogdanovic, N"
ISI:000258582100002,2008,"Skovdahl, K; Fahlstrom, G; Horttana, BM; Winblad, B; Kihlgren, M"
ISI:000258682100001,2008,"Winblad, B; Fioravanti, M; Dolezal, T; Logina, I; Milanov, IG; Popescub, DC; Solomon, A"
ISI:000258862000012,2008,"Zhou, XW; Gustafsson, JA; Tanila, H; Bjorkdahl, C; Liu, R; Winblad, B; Pei, JJ"
ISI:000258878700005,2008,"Pei, JJ; Bjorkdahl, C; Zhang, HY; Zhou, XW; Winblad, B"
ISI:000258988400013,2008,"Lannfelt, L; Blennow, K; Zetterberg, H; Batsman, S; Ames, D; Hrrison, J; Masters, CL; Targum, S; Bush, AI; Murdoch, R; Wilson, J; Ritchie, CW"
ISI:000259050100016,2008,"Blom, ES; Holmans, P; Arepalli, S; Adighibe, O; Hamshere, ML; Gatz, M; Pedersen, NL; Bergem, ALM; Owen, MJ; Hollingworth, P; Goate, A; Williams, J; Lannfelt, L; Hardy, J; Vrieze, FWD; Glaser, A"
ISI:000259146700009,2008,"O'Callaghan, P; Sandwall, E; Li, JP; Yu, H; Ravid, R; Guan, ZZ; van Kuppevelt, TH; Nilsson, LNG; Ingelsson, M; Hyman, BT; Kalimo, H; Lindahl, U; Lannfelt, L; Zhang, X"
ISI:000259277100008,2008,"Johnson, J; Wood, N; Giunti, P; Houlden, H"
ISI:000259343000093,2008,"Petersen, CAH; Alikhani, N; Behbahani, H; Wiehager, B; Pavlov, PF; Alafuzoff, I; Leinonen, V; Ito, A; Winblad, B; Glaser, E; Ankarcrona, M"
ISI:000259518900005,2008,"Palmer, K; Backman, L; Winblad, B; Fratiglioni, L"
ISI:000259605800008,2008,"Paisan-Ruiz, C; Nath, P; Wood, NW; Singleton, A; Houlden, H"
ISI:000259605800014,2008,"Deng, H; Yang, X; Jin, T; Wu, J; Hu, LS; Chang, M; Sun, XJ; Adem, A; Winblad, B; Zhu, J"
ISI:000259649100006,2008,"Ronnemaa, E; Zethelius, B; Sundelof, J; Sundstrom, J; Degerman-Gunnarsson, M; Berne, C; Lannfelt, L; Kilander, L"
ISI:000259649100007,2008,"Sundelof, J; Arnlov, J; Ingelsson, E; Sundstrom, J; Basu, S; Zethelius, B; Larsson, A; Irizarry, MC; Giedraitis, V; Ronnemaa, E; Degerman-Gunnarsson, M; Hyman, BT; Basun, H; Kilander, L; Lannfelt, L"
ISI:000259675700933,2008,"Keegan, AP; Ait-Ghezala, G; Abdullah, L; Paris, D; Volmar, CH; Parrish, J; Mullan, M"
ISI:000259887800015,2008,"Laporte, V; Ait-Ghezala, G; Volmar, CH; Ganey, C; Ganey, N; Wood, M; Mullan, M"
ISI:000260615300015,2008,"Kloskowska, E; Bruton, JD; Winblad, B; Benedikz, E"
ISI:000260683600010,2008,"Jelic, V; Haglund, A; Kowalski, J; Langworth, S; Winblad, B"
ISI:000260819700006,2008,"Pei, JJ; Sjogren, M; Winblad, B"
ISI:000260953600003,2008,"Houlden, H; Laura, M; Wavrant-De Vrieze, F; Blake, J; Wood, N; Reilly, MM"
ISI:000261056800007,2008,"Chiang, HH; Rosvall, L; Brohede, J; Axelman, K; Bjork, BF; Nennesmo, I; Robins, T; Graff, C"
ISI:000261642800008,2008,"Bertram, L; Schjeide, BMM; Hooli, B; Mullin, K; Hiltunen, M; Soininen, H; Ingelsson, M; Lannfelt, L; Blacker, D; Tanzi, RE"
ISI:000261785800007,2008,"Winblad, B; Machado, JC"
ISI:000261877500006,2008,"Bakshi, P; Margenthaler, E; Laporte, V; Crawford, F; Mullan, M"
ISI:000262311700019,2008,"Kivipelto, M; Rovio, S; Ngandu, T; Kareholt, I; Eskelinen, M; Winblad, B; Hachinski, V; Cedazo-Minguez, A; Soininen, H; Tuomilehto, J; Nissinen, A"
ISI:000262348300011,2009,"Marengoni, A; von Strauss, E; Rizzuto, D; Winblad, B; Fratiglioni, L"
ISI:000262447400036,2009,"Nasstrom, T; Wahlberg, T; Karlsson, M; Nikolajeff, F; Lannfelt, L; Ingelsson, M; Bergstrom, J"
ISI:000262624300010,2009,"Wang, HX; Karp, A; Herlitz, A; Crowe, M; Kareholt, I; Winblad, B; Fratiglioni, L"
ISI:000262652300005,2009,"Skoglund, L; Brundin, R; Olofsson, T; Kalimo, H; Ingvast, S; Blom, ES; Giedraitis, V; Ingelsson, M; Lannfelt, L; Basun, H; Glaser, A"
ISI:000262666900009,2009,"Lord, A; Englund, H; Soderberg, L; Tucker, S; Clausen, F; Hillered, L; Gordon, M; Morgan, D; Lannfelt, L; Pettersson, FE; Nilsson, LNG"
ISI:000262829200005,2009,"Marengoni, A; Rizzuto, D; Wang, HX; Winblad, B; Fratiglioni, L"
ISI:000262899200008,2009,"Giedraitis, V; Kilander, L; Degerman-Gunnarsson, M; Sundelof, J; Axelsson, T; Syvanen, AC; Lannfelt, L; Glaser, A"
ISI:000263018500011,2009,"Zhu, SW; Codita, A; Bogdanovic, N; Hjerling-Leffler, J; Ernfors, P; Winblad, B; Dickins, DW; Mohammed, AH"
ISI:000263124800006,2009,"Paisan-Ruiz, C; Bhatia, KP; Li, A; Hernandez, D; Davis, M; Wood, NW; Hardy, J; Houlden, H; Singleton, A; Schneider, SA"
ISI:000263322700013,2009,"Luis, CA; Keegan, AP; Mullan, M"
ISI:000263386100008,2009,"Houlden, H; Hammans, S; Katifi, H; Reilly, MM"
ISI:000263466900002,2009,"Fonad, E; Emami, A; Wahlin, TBR; Winblad, B; Sandmark, H"
ISI:000263816100005,2009,"Luis, CA; Abdullah, L; Paris, D; Quadros, A; Mullan, M; Mouzon, B; Ait-Ghezala, G; Crawford, F; Mullan, M"
ISI:000264605600001,2009,"Wiltfang, J; Lewczuk, P; Riederer, P; Grunblatt, E; Hock, C; Scheltens, P; Hampel, H; Vanderstichele, H; Iqbal, K; Galasko, D; Lannfelt, L; Otto, M; Esselman, H; Henkel, AW; Kornhuber, J; Blennow, K"
ISI:000264709000015,2009,"Segarane, B; Li, A; Paudel, R; Scholz, S; Neumann, J; Lees, A; Revesz, T; Hardy, J; Mathias, CJ; Wood, NW; Holton, J; Houlden, H"
ISI:000265129800017,2009,"Crawford, F; Wood, M; Ferguson, S; Mathura, V; Gupta, P; Humphrey, J; Mouzon, B; Laporte, V; Margenthaler, E; O'Steen, B; Hayes, R; Roses, A; Mullan, M"
ISI:000265148300007,2009,"Karp, A; Andel, R; Parker, MG; Wang, HX; Winblad, B; Fratiglioni, L"
ISI:000265358100006,2009,"Spulber, S; Mateos, L; Oprica, M; Cedazo-Minguez, A; Bartfai, T; Winblad, B; Schultzberg, M"
ISI:000265684500008,2009,"Xu, WL; von Strauss, E; Qiu, CX; Winblad, B; Fratiglioni, L"
ISI:000265868500005,2009,"Houlden, H; Laura, M; Ginsberg, L; Jungbluth, H; Robb, SA; Blake, J; Robinson, S; King, RHM; Reilly, MM"
ISI:000266062300015,2009,"Olomon, AS; Kareholt, I; Ngandu, T; Wolozin, B; MacDonald, SWS; Winblad, B; Nissinen, A; Tuomilehto, J; Soininen, H; Kivipelto, M"
ISI:000266098300008,2009,"Blom, ES; Giedraitis, V; Zetterberg, H; Fukumoto, H; Blennow, K; Hyman, BT; Irizarry, MC; Wahlund, LO; Lannfelt, L; Ingelsson, M"
ISI:000266289800009,2009,"Verwey, NA; van der Flier, WM; Blennow, K; Clark, C; Sokolow, S; De Deyn, PP; Galasko, D; Hampel, H; Hartmann, T; Kapaki, E; Lannfelt, L; Mehta, PD; Parnetti, L; Petzold, A; Pirttila, T; Salieh, L; Skinningsrud, A; von Swieten, JC; Verbeek, MM; Wiltfang, J; Younkin, S; Scheltens, P; Blankenstein, MA"
ISI:000267341300016,2009,"Marcello, A; Wirths, O; Schneider-Axmann, T; Degerman-Gunnarsson, M; Lannfelt, L; Bayer, TA"
ISI:000267344600008,2009,"Paillard-Borg, S; Wang, HX; Winblad, B; Fratiglioni, L"
ISI:000267426700024,2009,"Welander, H; Franberg, J; Graff, C; Sundstrom, E; Winblad, B; Tjernberg, LO"
ISI:000267678700006,2009,"Hakansson, K; Rovio, S; Helkala, EL; Vilska, AR; Winblad, B; Soininen, H; Nissinen, A; Mohammed, AH; Kivipelto, M"
ISI:000267703900002,2009,"Benedikz, E; Kloskowska, E; Winblad, B"
ISI:000268139200021,2009,"Mattsson, N; Zetterberg, H; Hansson, O; Andreasen, N; Parnetti, L; Jonsson, M; Herukka, SK; van der Flier, WM; Blankenstein, MA; Ewers, M; Rich, K; Kaiser, E; Verbeek, M; Tsolaki, M; Mulugeta, E; Rosen, E; Aarsland, D; Visser, PJ; Schroder, J; Marcusson, J; de Leon, M; Hampel, H; Scheltens, P; Pirttila, T; Wallin, A; Jonhagen, ME; Minthon, L; Winblad, B; Blennow, K"
ISI:000268609400121,2009,"Solomon, A; Kareholt, I; Ngandu, T; Winblad, B; Nissinen, A; Tuomilehto, J; Soininen, H; Kivipelto, M"
ISI:000268609400126,2009,"Paris, D; Patel, N; Quadros, A; Mathura, V; Wotoczek-Obadia, M; Brem, S; Mullan, M"
ISI:000268609400127,2009,"Mullan, M; Quadros, A; Patel, N; Volmar, C; Paris, D"
ISI:000268783200005,2009,"Philipson, O; Hammarstrom, P; Nilsson, KPR; Portelius, E; Olofsson, T; Ingelsson, M; Hyman, BT; Blennow, K; Lannfelt, L; Kalimo, H; Nilsson, LNG"
